ชื่ออาหาร,ingredient_full_json,total_protein,total_fat,total_carbs,total_calories
แกงเลียงใบตำลึง,"{'ใบตำลึง': '2 กำ', 'ไข่ไก่': '2 ฟอง', 'กะปิ': '1 ช้อนโต๊ะ', 'ปลาฉิ้งฉ้าง': '1/2 ถ้วย'}",44.04,53.8,0,660.36
แกงเลียงเห็ด 3 อย่าง,"{'เห็ดฟาง': '1 ขีด', 'เห็ดเข็มทอง': '1 ขีด', 'เห็ดออรินจิ': '2-3 ดอก', 'ฝักทอง': '100กรัม', 'บวบ': '1 หัว', 'ตำลึง': '200 กรัม', 'ใบแมงลัก': '1 กำ', 'พริกไทยขาว': '2 ชช', 'หอมแดง': '5-8หัว', 'กะปิน้ำพริก': '1 ชต', 'ข้าวโพดอ่อน': '100กรัม', 'แครอท': '50กรัม', 'น้ำสะอาด': '1 1/2 ถ้วย', 'เกลือ': '1/3 ชช', 'กุ้งแห้ง': '3 ชต', 'พริกแดง': '2 เม็ด'}",119.27,151.14,95.25,2218.34
แกงส้มชะอมทอด,"{'กุ้ง': '3 ขีด', 'ปลาทูทอดแกะก้าง': '1 ตัว', 'พริกแกงส้มใต้': '1 1/2 ช้อนโต๊ะ', 'พริกแกงส้มกลาง': '1 1/2 ช้อนโต๊ะ', 'น้ำตาลปี้บ': '2 ช้อนโต๊ะ', 'น้ำปลา': '1/2 ทัพพี', 'เกลือป่น': '1 หยิบมือ', 'น้ำมะขามเปียก': '1/2 ถ้วยตวง', 'น้ำสะอาด': '750 มล.', 'ผักกาดขาว': '1 หัว', 'แครอท': '1 หัว', 'หัวไชท้าว': '1 หัว', 'ชะอมทอด': '1 แพ'}",49.15,151.44,93.88,1935.08
แกงส้มปลาช่อนทอด,"{'ปลาช่อน': '1 ตัว', 'แป้งทอดกรอบ': '5 ช้อนโต๊ะ', 'น้ำมัน': '1/2 ถ้วย', 'พริกแกงส้มสำเร็จ': '300 กรัม', 'ปลาทูน่า': '3 กระป๋องใหญ่', 'หัวไชเท้า': '1 หัว', 'ถั่วฝักยาว': '500 กรัม', 'ผักกาดขาว': '1 หัว', 'มะขามเปียก': '1 ปั้น', 'น้ำตาลปี๊บ': '2 ช้อนโต๊ะ', 'น้ำปลา': '3 ช้อนโต๊ะ'}",64.88,310.18,155.44,3672.9
แกงส้มผักบุ้งปลาน้ำดอกไม้,"{'ผักบุ้งไทย': '2 กำ', 'ปลาน้ำดอกไม้': '2 ตัว', 'พริกแกงส้ม': '2 ขีด', 'มะขามเปียก': '5 ฝัก', 'น้ำปลา': '5 ช้อนโต้ะ', 'น้ำตาลปี๊บ': '3 ช้อนโต้ะ', 'เกลือ': '2 ช้อนโต้ะ', 'น้ำเปล่า': '4 ลิตร'}",20.68,210.56,105.18,2398.48
แกงส้มผักรวมกุ้งสด,"{'พริกแกงส้ม': '1 ช้อนโต๊ะ', 'น้ำเปล่า': '3-4 ถ้วยตวง', 'กุ้งสด': '5 ตัว', 'น้ำมะขามเปียกข้น ๆ ': '1 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 ช้อนโต๊ะ', 'น้ำปลา': '1 ช้อนโต๊ะ', 'ผักรวม (แครอท, ข้าวโพดอ่อน, กะหล่ำปลี, ถั่วฝักยาว)': 'อย่างละ ¼ ถ้วยตวง'}",22.4,201.76,93.88,2280.96
แกงสะแล,"{'สะแล': '300 กรัม', 'หมูสามชั้น': '300 กรัม', 'กระดูกหมู': '200 กรัม', 'มะเขือเทศ (สีดา)': '10-15 ลูก', 'ต้นหอม-ผักชี': '1 กำ', 'พริกแห้ง': '15-20 เม็ด', 'กระเทียม': '1-2 หัว', 'หอมแดง': '4 หัว', 'กะปิ': '1 ช้อนโต๊ะ', 'ปลาร้าสับ': '1 ช้อนโต๊ะ', 'น้ำปลา': '2-3 ช้อนโต๊ะ', 'ตะไคร้': '1-2 ต้น'}",77.92,181.81,181.25,2672.97
แกงสับปะรดใส่หอยแมลงภู่,"{'หอยแมลงภู่ต้มสุก': '1/2 โล', 'พริกแกงแดง': '2.5 ขีด', 'สับปะรด': '2 ลูก (โลครึ่ง)', 'หัวกะทิ': '7 ขีด', 'หางกะทิ': '1 cup', 'ใบมะกรูด': '10 ใบ', 'น้ำตาลปี๊บ': '1 ชต', 'น้ำปลา': '2 ชต', 'รสดี (หมู)': '1 ชต'}",34.14,126.44,115.59,1736.88
แกงหน่อไม้(ลาว),"{'น้ำใบย่านาง': '1 ลิตร', 'หน่อไม้ต้มแล้ว': '400 กรัม', 'ใบแมงลัก': '100 กรัม', 'พริกขี้หนู': '19 เม็ด', 'น้ำปลาร้าต้ม': '1 1/2 ทัพพี', 'ตะไคร้': '1 ต้น', 'ข่า': '20 กรัม', 'ชะอม': '100 กรัม', 'เห็ดฟาง': '150 กรัม', 'หอมแดง': '20-30 กรัม', 'เกลือ': '1 ช้อนชา', 'น้ำปลา': '1-2 ช้อนชา', 'น้ำตาล': '1/2 ช้อนโต๊ะ', 'ข้าวเบือ(ข้าวเหนียวแช่น้ำ)': '2 ช้อนโต๊ะ'}",62.12,241.57,118.77,2897.69
แกงหมูตะพาบน้ำ สูตรโบราณ แบบครบเครื่อง,"{'ขาหมูเลาะกระดูก': '1 กิโลกรัม', 'ใบโหระพา': 'ใส่ตามชอบ', 'มะเขือเทศ': '3 ลูก', 'ใบมะกรูด': '5-6 ใบ', 'พริกขี้ฟ้าแดง': '2 เม็ด', 'พริกแกงคั่วแบบหยาบ': '100 กรัม', 'กะทิ': '250 มิลลิลิตร', 'ระกำ': 'ใส่ตามชอบ', 'มะอึก': '3-4 ลูก', 'กะปิ': '1/2 ช้อนโต๊ะ', 'กุ้งแห้งตำ': '2 ช้อนโต๊ะ', 'น้ำมะขามเปียก': 'ชิมรส', 'ผงปรุงรส': '1/2 ช้อนโต๊ะ', 'เกลือ': '1/2 ช้อนโต๊ะ'}",52.55,39.2,118.53,1037.12
แกงเห็ดผักหวานใส่กะปิ,"{'เห็ดรวม': '300 กรัม', 'ฟาง': '300 กรัม', 'ออรินจิ': '300 กรัม', 'เห็ดโคน': '300 กรัม', 'กะปิ': '1 ช้อน', 'น้ำปลา': '2 ช้อน', 'ตะไคร้': '3 ต้น', 'หอมแดง': '3 หัว', 'พริกขี้หนูแห้ง': '5 เม็ด', 'พริกแดงจินดา': '2 เม็ด', 'ผักหวาน': '100 กรัม', 'ชะอม': '100 กรัม', 'ใบแมงลัก': '100 กรัม', 'ใบย่านาง': '3 ใบ', 'น้ำเปล่า': '2 ถ้วย', 'หน่อไม้หวานหน่อเล็ก': '2 หน่อ'}",62.2,252.9,31.08,2649.22
แกงเห็ดเผาะ,"{'น้ำแกงใบย่านางปลาย่าง': '1 ถ้วย', 'เห็ดเผาะสด': '1 ขีด', 'ผักหวาน': '1 ถ้วย', 'ใบแมงลัก': '2-3ต้น', 'หอมแดงโขลก': '2หัว', 'พริกโขลก': '2-3 เม็ด', 'ตะไคร้': '1 ต้น'}",42.07,125.32,15.48,1358.08
แกงเห็ดใส่ใบแมงลัก,"{'พริกจินดา': '10 เม็ด', 'หอมแดง': '2-3 หัว', 'กระเทียม': '2 กลีบ', 'ตะไคร้': '1 ต้น', 'น้ำปลาร้า': '4 ช้อนโต๊ะ', 'ผงปรุงรส': '1 ช้อนโต๊ะ', 'เกลือ': 'ตามชอบ', 'น้ำตาล': 'ตามชอบ', 'เห็ดฟาง': '1 แพค', 'เห็ดโคนญี่ปุ่น': '1 แพค'}",46.72,43.73,37.18,729.17
แกงองุ่นเป็ดย่างโหรภา,"{'เป็ดย่างเลาะกระดูก': '300กรัม', 'องุ่นไร้เม็ด': '1ขีด', 'มะเขือเทศสีดาผ่า4': '6ผล', 'ใบมะกรูด': '6ใบ', 'โหระพา': '1กำ', 'มะเขือพวง': '1/2ขีด', 'พริกหนุ่มซอยไม่เอาเมล็ด': '1เม็ด', 'พริกแกงเผ็ดแบบหยาบ': '10บาท', 'กะทิ': '1ขวด', 'น้ำตาลทราย': '2-3ชช', 'น้ำปลาอย่างดี': '2-3ชต'}",45.74,34.34,124.58,990.34
แกงโฮะ,"{'เนื้อหมู': '200 กรัม', 'ใบกระเพรา': '50 กรัม', 'ใบมะกรูด': '5 ใบ', 'มะเขือ': '5 ลูก', 'มะเขือพวง': '100 กรัม', 'ตะไคร้': '2 หัว', 'กระเทียม': '5 กลีบ', 'หน่อไม้ดองสำเร็จรูป': '200 กรัม', 'ผงกะหรี่': '15 กรัม', 'วุ้นเส้น': '200 กรัม', 'แกงเขียวหวาน': '300 กรัม', 'แกงเผ็ด': '200 กรัม', 'แกงฮังเล': '500 กรัม', 'น้ำปลา': '2 ช้อนชา', 'ซีอิ๊วขาว': '2 ช้อนชา', 'ผงชูรส': '1/2 ช้อนชา', 'ถั่วฝักยาว': '150 กรัม', 'น้ำมันพืช': '2 ช้อนโต๊ะ'}",89.33,230.54,156.75,3059.18
โกโก้มัทฉะ,"{'ผงมัทฉะ': '20 กรัม', 'นมสำหรับชงชาเขียว': '2 ถ้วยตวง', 'น้ำตาลสำหรับชงชาเขียว': '¼ ถ้วยตวง', 'ผงโกโก้': '30 กรัม', 'นมสำหรับชงโกโก้': '1 ถ้วยตวง', 'น้ำตาลสำหรับชงโกโก้': '3 ช้อนโต๊ะ', 'น้ำแข็ง': 'ตามชอบ'}",11.73,83.85,190.94,1565.33
โกโก้ร้อน,"{'ผงโกโก้': '3 ช้อนชา', 'ครีมเทียม': '2 ช้อนชา', 'นมข้นหวาน': '3 ช้อนชา'}",9.92,45.43,0,448.55
โกโก้หนึบ,"{'นมข้นหวาน': '200g', 'ผงโกโก้ (หรือผงโอวัลติน)': '100g'}",27.01,26.68,0,348.16
ไก่กระเทียมพริกไทย,"{'เนื้ออกไก่': '150 กรัม', 'กระเทียม': '7 กลีบ', 'พริกไทยดำ': '10 เม็ด', 'ซีอิ๊วขาว': '2 ช้อนชา', 'น้ำมันหอย': '1/2 ช้อนโต๊ะ', 'น้ำตาล': '1 ช้อนชา', 'รสดี': '1/2 ช้อนชา', 'น้ำเปล่า': '3 ช้อนโต๊ะ'}",42.62,223.1,72.6,2468.78
ไก่กระวานผัดเผ็ด,"{'สะโพกไก่': '1 กิโลกรัม', 'หน่อกระวาน': '3 หน่อ', 'น้ำสต๊อกไก่': '1/4 ถ้วยตวง', 'พริกชี้ฟ้าเขียว': '2 เม็ด', 'พริกชี้ฟ้าแดง': '1 เม็ด', 'ใบมะกรูด': '5 ใบ', 'น้ำปลา': '1/2 ช้อนโต๊ะ', 'น้ำมัน': '2 ช้อนโต๊ะ'}",49.3,247.16,223.15,3314.24
ไก่ต้มน้ำปลา,"{'น่องไก่หรือน่องไก่ติดสะโพก': '3 ชิ้น', 'กระเทียม': '3 กลีบ', 'รากผักชี': '1 ราก', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำมันหอย': '1 ช้อนโต๊ะ', 'น้ำตาลทราย': '1 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 ช้อนโต๊ะ', 'ซีอิ๊วดำ': '1/2 ช้อนชา'}",27.21,232.4,199.75,2999.44
ไก่ตุ๋นมะนาวดอง,"{'น่องไก่และสะโพกไก่': '500 กรัม', 'น้ำมัน': '2 ช้อนโต๊ะ', 'ฟัก': '1 ลูก', 'เห็ดหอมแห้ง': '2 ถ้วยตวง', 'กระเทียม': '4 ช้อนโต๊ะ', 'รากผักชี': '3 ช้อนโต๊ะ', 'พริกไทยขาว': '1 ช้อนโต๊ะ', 'มะนาวดอง': '4 ลูก', 'น้ำเปล่า': '4 ถ้วยตวง', 'ซีอิ๊วขาว': '2 ช้อนโต๊ะ', 'เกลือ': '2 ช้อนชา', 'ผักชี': 'สำหรับตกแต่ง'}",57.78,224.93,100.62,2657.97
