ชื่ออาหาร,ingredient_full_json,total_protein,total_fat,total_carbs,total_calories,วัตถุดิบ
แกงบอน ใส่กะทิ,"{'กระชายซอยละเอียด': '1/2ถ้วยเล็ก', 'ตะใคร์ (หั่นซอยละเอียด)': '2ต้น', 'หอมแดงซอย': '10หัว', 'ผิวมะกรูดหั่นฝอย': '1ช้อนชา', 'กระเทียมแกะเปลือก': '4หัว', 'พริกขี้หนูแห้ง (เอาเม็ดออกแช่น้ำให้พริกนิ่ม)': '10เม็ด', 'กะปิ': '1ช้อนชา', 'ข่า (หั่นเป็นแว่น)': '4แว่น', 'เกลือ': '1ช้อนชา', 'หมูสามชั้น': '1/2กก.', 'ก้านบอน (เอาที่อ่อนๆ หั่นเป็นท่อน)': '15ก้าน', 'น้ำปลาร้าต้มสุก': '2ช้อนโต๊ะ', 'กะทิ': '1/2กก.', 'ใบมะกรูดฉีก': '5ใบ', 'มะกรูดผ่าครึ่งเอาเม็ดออก': '1ลูก', 'น้ำมะกรูด': '1ข้อนโต๊ะ', 'น้ำปลา': '3ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '3ช้อนโต๊ะ', 'น้ำเปล่า': '2ถ้วย'}",76.68,282.83,197.3,3641.39,"กระชายซอยละเอียด:, 1/2ถ้วยเล็ก
ส่วนผสมของพริกแกง(เครื่องแกง):
ตะใคร์ หั่นซอยละเอียด:, 2ต้น
หอมแดงซอย:, 10หัว
ผิวมะกรูดหั่นฝอย:, 1ช้อนชา
กระเทียมแกะเปลือก:, 4หัว
พริกขี้หนูแห้ง เอาเม็ดออกแช่น้ำให้พริกนิ่ม:, 10เม็ด
กะปิ:, 1ช้อนชา
ข่าหั่นเป็นแว่น:, 4แว่น
เกลือ:, 1ช้อนชา
ส่วนผสมของแกงบอน:
หมูสามชั้น:, 1/2กก.
ก้านบอนเอาที่อ่อนๆ หั่นเป็นท่อน:, 15ก้าน
น้ำปลาร้าต้มสุก:, 2ช้อนโต๊ะ
กะทิ:, 1/2กก.
ใบมะกรูดฉีก:, 5ใบ
มะกรูดผ่าครึ่งเอาเม็ดออก:, 1ลูก
น้ำมะกรูด:, 1ข้อนโต๊ะ
น้ำปลา:, 3ช้อนโต๊ะ
น้ำตาลปี๊บ:, 3ช้อนโต๊ะ
น้ำเปล่า:, 2ถ้วย"
แกงปลาดุกใส่ใบยอ,"{'ปลาดุก': '400 กรัม', 'พริกแกงเผ็ด': '100 กรัม', 'ใบยอ': '20 ใบ', 'กะทิ': '250 มล.', 'น้ำปลา': '', 'น้ำตาล': '', 'เกลือ': '', 'น้ำเปล่า': ''}",31.55,224.71,20.9,2232.19,"ปลาดุก:, 400 กรัม
พริกแกงเผ็ด:, 100 กรัม
ใบยอ:, 20 ใบ
กะทิ:, 250 มล.
น้ำปลา:
น้ำตาล:
เกลือ:
น้ำเปล่า:"
แกงป่าไก่,"{'น้ำพริกแกงป่า': '1 ขีด', 'สะโพกและน่องไก่สับเป็นชิ้นพอดีคำ': '100 กรัม', 'ยอดมะพร้าวหั่น': '1/4 ถ้วย', 'หน่อไม้ต้มหั่น': '1/4 ถ้วย', 'มะเขือเปราะผ่าสี่': '3-4 ลูก', 'กระชายซอย': '1/4 ถ้วย', 'พริกไทยอ่อนหั่นสั้นๆ': '3-4 ฝัก', 'พริกชี้ฟ้าหั่นแฉลบ': '2 เม็ด', 'น้ำปลา': '1-2 ช้อนโต๊ะ', 'น้ำตาลทราย': '1/2 ช้อนชา'}",41,174.9,195.29,2519.26,"น้ำพริกแกงป่า หรือถ้าไม่มีใช้น้ำพริกแกงเผ็ดแทนได้:, 1 ขีด
สะโพก+น่องไก่สับเป็นชิ้นพอดีคำ:, 100 กรัม
ยอดมะพร้าวหั่น:, 1/4 ถ้วย
หน่อไม้ต้มหั่น:, 1/4 ถ้วย
มะเขือเปราะผ่าสี่:, 3-4 ลูก
กระชายซอย:, 1/4 ถ้วย
พริกไทยอ่อนหั่นสั้นๆ:, 3-4 ฝัก
พริกชี้ฟ้าหั่นแฉลบ:, 2 เม็ด
น้ำปลา:, 1-2 ช้อนโต๊ะ
น้ำตาลทราย:, 1/2 ช้อนชา"
แกงป่าหมู,"{'เนื้อหมู': '200 กรัม', 'พริกแกงเผ็ด': '2 ช้อนโต๊ะ', 'มะเขือเปราะหั่นและผ่าแล้ว': '1/2 ถ้วย', 'มะเขือพวง': '1/3 ถ้วย', 'ฟักทอง': '1/2 ถ้วย', 'ข้าวโพดอ่อน': '1/2 ถ้วย', 'พริกไทยอ่อน': '4 ช่อ', 'กระชายซอยเป็นเส้น': '1/2 ถ้วย', 'ใบกะเพราเด็ด': '1/2 ถ้วย', 'ใบมะกรูดฉีก': '5 ใบ', 'พริกชี้ฟ้าแดงหั่นเฉียง': '2 เม็ด', 'น้ำเปล่าหรือน้ำซุป': '2+1/2 ถ้วย', 'คนอร์ขวดซอสข้นปรุงรส รสหมู': '1 ช้อนโต๊ะ', 'น้ำมันสำหรับผัดพริกแกง': '2 ช้อนโต๊ะ'}",80.89,74.88,102.34,1406.84,"เนื้อหมู:, 200 กรัม
พริกแกงเผ็ด:, 2 ช้อนโต๊ะ
มะเขือเปราะหั่นและผ่าแล้ว:, 1/2 ถ้วย
มะเขือพวง:, 1/3 ถ้วย
ฟักทอง:, 1/2 ถ้วย
ข้าวโพดอ่อน:, 1/2 ถ้วย
พริกไทยอ่อน:, 4 ช่อ
กระชายซอยเป็นเส้น:, 1/2 ถ้วย
ใบกะเพราเด็ด:, 1/2 ถ้วย
ใบมะกรูดฉีก:, 5 ใบ
พริกชี้ฟ้าแดงหั่นเฉียง:, 2 เม็ด
น้ำเปล่าหรือน้ำซุป:, 2+1/2 ถ้วย
คนอร์ขวดซอสข้นปรุงรส รสหมู:, 1 ช้อนโต๊ะ
น้ำมันสำหรับผัดพริกแกง:, 2 ช้อนโต๊ะ"
แกงผักกาดใส่ไก่,"{'น่องไก่': '1/2 กก', 'พริกแห้ง': '11 เม็ด', 'หอมขาว': '10 กลีบ', 'หอมแดง': '3 หัว', 'เกลือ': '1/4 ช้อนโต๊ะ', 'กะปิ': '3/4 ช้อนโต๊ะ', 'ปลาร้า': '1 ช้อนโต๊ะ', 'มะแคว่น': '1 หยิบมือ', 'ผักกาดกวางตุ้ง': '1 กก', 'น้ำมันพืช': '2 ช้อนโต๊ะ', 'ผักชีลาว': '100 กรัม', 'ตะไคร้': '1 หัว'}",45.54,144.35,161.34,2126.67,"น่องไก่:, 1/2 กก
พริกแห้ง:, 11 เม็ด
หอมขาว:, 10 กลีบ
หอมแดง:, 3 หัว
เกลือ:, 1/4 ช้อนโต๊ะ
กะปิ:, 3/4 ช้อนโต๊ะ
ปลาร้า:, 1 ช้อนโต๊ะ
มะแคว่น:, 1 หยิบมือ
ผักกาดกวางตุ้ง:, 1 กก
น้ำมันพืช:, 2 ช้อนโต๊ะ
ผักชีลาว:, 100 กรัม
ตะไคร้:, 1 หัว"
แกงเผ็ดเนื้อตุ๋นมะเขืออ่อน,"{'เนื้อน่อง': '2-3ขีด', 'มะเขือเปาะ': '6ผล', 'กระชายฝอย': '5บาท', 'พริกไทอ่อน': '2-3ฝัก', 'พริกชี้ฟ้า': '2เม็ด', 'โหระพา': '1กำ', 'พริกแกงเผ็ด': '10บาท', 'ใบมะกรูดฉีก': '3-4ใบ', 'กะทิ': '1กล่อง', 'น้ำมัน': '2ชต'}",53.95,124.95,94.94,1720.11,"เนื้อน่อง:, 2-3ขีด
มะเขือเปาะ:, 6ผล
กระชายฝอย:, 5บาท
พริกไทอ่อน:, 2-3ฝัก
พริกชี้ฟ้า:, 2เม็ด
โหระพา:, 1กำ
พริกแกงเผ็ด:, 10บาท
ใบมะกรูดฉีก:, 3-4ใบ
กะทิ:, 1กล่อง
น้ำมัน:, 2ชต"
แกงเผ็ดมะเขือยาวหมูสับ,"{'เนื้อหมูสับ': '75 กรัม', 'มะเขือยาวขั้วเล็ก': '1 ลูก', 'พริกแกงเผ็ด': '1 ช้อนโต๊ะ', 'หัวกะทิ': '150 กรัม', 'ซีอิ๊วขาว': '1 ช้อนชา', 'เกลือ': '1/8 ช้อนชา', 'น้ำตาลปี๊ป': '1 ก้อนปลายนิ้ว', 'พริกชี้ฟ้า': '2 ฝัก', 'ใบมะกรูด': '4 ใบ', 'ใบโหระพา': '1 กิ่ง'}",60.98,26.47,186.81,1229.39,"เนื้อหมูสับ:, 75 กรัม
มะเขือยาวขั้วเล็ก:, 1 ลูก
พริกแกงเผ็ด:, 1 ช้อนโต๊ะ
หัวกะทิ:, 150 กรัม
ซีอิ๊วขาว:, 1 ช้อนชา
เกลือ:, 1/8 ช้อนชา
น้ำตาลปี๊ป:, 1 ก้อนปลายนิ้ว
พริกชี้ฟ้า:, 2 ฝัก
ใบมะกรูด:, 4 ใบ
ใบโหระพา:, 1 กิ่ง"
แกงมัสมั่นเนื้อ,"{'เนื้อวัว(น่องลาย)': '300 g', 'พริกแกงมัสมั่น': '100 g', 'กะทิเรียลไทย': '500 ml', 'อบเชย': '3 แท่ง', 'ดอกจันทร์': '3 ดอก', 'ลูกกระวาน': '6 ลูก', 'ถั่วลิสงคั่ว': '50 g', 'น้ำตาลมะพร้าว': '3 ช้อนโต๊ะ', 'น้ำมะขามเปียก': '2 ช้อนโต๊ะ', 'น้ำปลาดี': '2 ช้อนโต๊ะ', 'เกลือ': 'หยิบมือ', 'น้ำส้มซ่า': '1 ช้อนโต๊ะ', 'มันฝรั่ง': '2 หัว', 'หอมหัวใหญ่': '1 หัว', 'ซุบเนื้อก้อนคนอร์': '1 ก้อน'}",108.64,175.83,287.68,3167.75,"เนื้อวัว(น่องลาย):, 300 g.
พริกแกงมัสมั่น:, 100 g.
กะทิเรียลไทย:, 500 ml.
อบเชย:, 3 แท่ง
ดอกจันทร์:, 3 ดอก
ลูกกระวาน:, 6 ลูก
ถั่วลิสงคั่ว:, 50 g.
น้ำตาลมะพร้าว:, 3 ช้อนโต๊ะ
น้ำมะขามเปียก:, 2 ช้อนโต๊ะ
น้ำปลาดี:, 2 ช้อนโต๊ะ
เกลือ: หยิบมือ
น้ำส้มซ่า:, 1 ช้อนโต๊ะ
มันฝรั่ง:, 2 หัว
หอมหัวใหญ่:, 1 หัว
ซุบเนื้อก้อนคนอร์:, 1 ก้อน"
แกงมัสมั่นหมู,"{'เนื้อหมู': '500 กรัม', 'พริกแกงมัสมั่น': '100 กรัม', 'หอมใหญ่': '2 ลูก', 'มันฝรั่ง': '3 หัว', 'ถั่วลิสงคั่ว': '150 กรัม', 'น้ำตาลปีบ': '3 ช้อน', 'น้ำมะขามเปียก': '2 ช้อน', 'เกลือ': '1 ช้อนครึ่ง', 'ใบกระวาน': '2 ใบ', 'กะทิ UHT': '1 กล่อง'}",78.09,67.92,233.52,1857.72,"เนื้อหมู:, 500 กรัม
พริกแกงมัสมั่น:, 100 กรัม
หอมใหญ่:, 2ลูก
มันฝรั่ง:, 3 หัว
ถั่วลิสงคั่ว:, 150 กรัม
น้ำตาลปีบ:, 3ช้อน
น้ำมะขามเปียก:, 2ช้อน
เกลือ:, 1ช้อนครึ่ง
ใบกระวาน:, 2ใบ
กะทิ วันนี้ใช้แบบ UHT:, 1กล่อง"
แกงเลียงใบตำลึง,"{'ใบตำลึง': '2 กำ', 'ไข่ไก่': '2 ฟอง', 'กะปิ': '1 ช้อนโต๊ะ', 'ปลาฉิ้งฉ้าง': '1/2 ถ้วย'}",44.04,53.8,0,660.36,"ใบตำลึง:, 2 กำ
ไข่ไก่:, 2 ฟอง
กะปิ:, 1 ช้อนโต๊ะ
ปลาฉิ้งฉ้าง:, 1/2 ถ้วย"
แกงเลียงเห็ด 3 อย่าง,"{'เห็ดฟาง': '1 ขีด', 'เห็ดเข็มทอง': '1 ขีด', 'เห็ดออรินจิ': '2-3 ดอก', 'ฝักทอง': '100กรัม', 'บวบ': '1 หัว', 'ตำลึง': '200 กรัม', 'ใบแมงลัก': '1 กำ', 'พริกไทยขาว': '2 ชช', 'หอมแดง': '5-8หัว', 'กะปิน้ำพริก': '1 ชต', 'ข้าวโพดอ่อน': '100กรัม', 'แครอท': '50กรัม', 'น้ำสะอาด': '1 1/2 ถ้วย', 'เกลือ': '1/3 ชช', 'กุ้งแห้ง': '3 ชต', 'พริกแดง': '2 เม็ด'}",119.27,151.14,95.25,2218.34,"เห็ดฟาง:, 1 ขีด
เห็ดเข็มทอง:, 1 ขีด
เห็ดออรินจิ:, 2-3 ดอก
ฝักทอง:, 100กรัม
บวบ:, 1 หัว
ตำลึง:, 200 กรัม
ใบแมงลัก:, 1 กำ
พริกไทยขาว:, 2 ชช
หอมแดง:, 5-8หัว
กะปิน้ำพริก:, 1 ชต
ข้าวโพดอ่อน:, 100กรัม
แครอท:, 50กรัม
น้ำสะอาด:, 1 1/2 ถ้วย
เกลือ:, 1/3 ชช
กุ้งแห้ง:, 3 ชต
พริกแดง:, 2 เม็ด"
